step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
156,22,22,0.0,0.0,,,,24.0,24,
157,26,34,9.0,0.0,162.0,,,25.5,26,0.5
158,8,8,0.0,0.0,,,,26.0,26,
159,30,30,0.0,0.0,,,,26.0,26,
160,42,42,0.0,0.0,,,,27.0,27,
161,54,54,0.0,0.0,,,,27.0,27,
162,32,32,0.0,0.0,,,,27.0,27,
163,79,103,0.0,-55.0,1512.5,,,27.0,27,0.0
164,52,52,0.0,0.0,,,,27.0,27,
165,25,25,0.0,0.0,,,,27.0,27,
166,97,119,0.0,-75.0,2812.5,,,27.0,27,0.0
167,6,6,0.0,0.0,,,,27.0,27,
168,12,28,0.0,-2.5,6.333333333333334,0.5855827262813856,,27.0,27,0.0
169,49,140,8.2,-20.5,189.33333333333334,1.873869582385906,4.347701348938703,27.0,27,0.0
170,102,121,0.0,-83.0,3444.5,,,28.0,28,0.0
171,74,141,0.0,-7.0,24.5,,,27.5,28,0.5
172,110,187,16.5,0.0,544.5,,,28.0,28,0.0
173,50,86,7.0,0.0,98.0,,,28.0,28,0.0
174,49,49,0.0,0.0,,,,28.0,28,
175,70,70,0.0,0.0,,,,28.0,28,
176,106,131,40.5,0.0,3280.5,,,28.0,28,0.0
177,14,14,0.0,0.0,,,,28.0,28,
178,91,100,0.0,-82.0,3362.0,,,28.0,28,0.0
179,104,112,48.0,0.0,4608.0,,,28.0,28,0.0
180,83,104,31.0,0.0,1922.0,,,28.0,28,0.0
181,45,56,0.0,-34.0,578.0,,,28.0,28,0.0
182,60,60,0.0,0.0,,,,28.0,28,
183,154,208,50.0,0.0,5000.0,,,28.0,28,0.0
184,69,96,0.0,-42.0,882.0,,,28.0,28,0.0
185,22,51,0.0,-4.5,21.0,0.9352195295828245,,28.0,28,0.0
186,81,112,34.0,-63.0,1436.3333333333333,1.6981968849320837,,28.0,28,0.0
187,130,209,38.0,-105.0,2940.3333333333335,1.1916127179619573,,28.0,28,0.0
188,70,82,29.0,0.0,1682.0,,,28.0,28,0.0
189,60,77,21.5,0.0,924.5,,,28.0,28,0.0
190,24,24,0.0,0.0,,,,28.0,28,
191,43,73,0.0,-13.0,84.5,,,28.0,28,0.0
192,28,39,8.5,0.0,144.5,,,28.0,28,0.0
193,27,27,0.0,0.0,,,,29.0,29,
194,28,28,0.0,0.0,,,,29.0,29,
195,65,65,0.0,0.0,,,,29.0,29,
196,9,9,0.0,0.0,,,,30.0,30,
197,17,17,0.0,0.0,,,,30.0,30,
198,31,50,0.0,-12.0,72.0,,,29.5,30,0.5
199,32,32,0.0,0.0,,,,29.0,29,
200,61,75,23.5,0.0,1104.5,,,29.0,29,0.0
201,11,22,0.0,0.0,0.0,,,29.0,29,0.0
202,97,137,0.0,-57.0,1624.5,,,29.0,29,0.0
203,30,30,0.0,0.0,,,,30.0,30,
204,77,90,32.0,0.0,2048.0,,,29.0,29,0.0
205,42,71,14.0,-27.0,252.33333333333334,1.7243318409322643,,29.0,29,0.0
206,10,43,0.4,0.0,0.8,1.2577882373436333,0.3125000000000071,29.0,29,0.0
207,39,51,0.0,-16.5,363.0,1.7320508075688774,,29.0,29,0.0
208,27,366,0.9523809523809523,-13.0,27.0995670995671,-0.04385685628319247,-0.3279918765925425,29.0,29,0.0
209,12,18,0.0,-6.0,18.0,,,29.0,29,0.0
210,7,14,0.0,0.0,0.0,,,29.0,29,0.0
211,18,401,0.9090909090909091,-0.5555555555555556,6.719211822660098,-0.5628015573193967,0.11141973205638056,29.0,29,0.0
212,76,761,2.225806451612903,-5.666666666666667,121.73975636766335,3.702402252693363,18.581237490644803,29.0,29,0.0
213,55,109,0.0,-1.0,0.5,,,29.5,30,0.5
214,19,29,4.5,0.0,40.5,,,30.0,30,0.0
215,71,96,0.0,-46.0,1058.0,,,30.0,30,0.0
216,46,52,20.0,0.0,800.0,,,30.0,30,0.0
217,16,16,0.0,0.0,,,,30.0,30,
218,46,53,19.5,0.0,760.5,,,29.0,29,0.0
219,103,152,0.0,-54.0,1458.0,,,29.5,30,0.5
220,106,194,0.0,-18.0,162.0,,,29.5,30,0.5
221,54,69,19.5,0.0,760.5,,,29.5,30,0.5
222,14,14,0.0,0.0,,,,29.0,29,
223,27,40,0.0,-14.0,98.0,,,30.0,30,0.0
224,94,94,0.0,0.0,,,,30.0,30,
225,22,29,0.0,-15.0,112.5,,,29.5,30,0.5
226,16,16,0.0,0.0,,,,29.0,29,
227,15,15,0.0,0.0,,,,29.0,29,
228,8,8,0.0,0.0,,,,29.0,29,
229,37,217,7.5,-2.5833333333333335,68.73076923076923,1.333855437033586,2.394391913083301,29.0,29,0.0
230,8,8,0.0,0.0,,,,29.0,29,
231,7,7,0.0,0.0,,,,29.0,29,
232,64,71,28.5,0.0,1624.5,,,30.0,30,0.0
233,38,56,10.0,0.0,200.0,,,30.0,30,0.0
234,116,148,42.0,0.0,3528.0,,,30.0,30,0.0
235,19,19,0.0,0.0,,,,30.0,30,
236,43,43,0.0,0.0,,,,30.0,30,
237,8,8,0.0,0.0,,,,30.0,30,
238,42,42,0.0,0.0,,,,31.0,31,
239,56,56,0.0,0.0,,,,30.0,30,
240,14,14,0.0,0.0,,,,30.0,30,
241,44,71,15.0,-31.0,310.3333333333333,1.7257739988201164,,30.0,30,0.0
242,42,69,0.0,-15.0,112.5,,,30.0,30,0.0
243,22,22,0.0,0.0,,,,30.0,30,
244,65,120,5.0,0.0,50.0,,,30.0,30,0.0
245,97,97,0.0,0.0,,,,30.0,30,
246,78,90,33.0,0.0,2178.0,,,30.0,30,0.0
247,73,92,0.0,-54.0,1458.0,,,30.0,30,0.0
248,31,31,0.0,0.0,,,,30.0,30,
249,61,97,0.0,-25.0,312.5,,,30.5,31,0.5
250,31,31,0.0,0.0,,,,30.0,30,
251,33,51,0.0,-15.0,112.5,,,30.0,30,0.0
252,8,8,0.0,0.0,,,,30.0,30,
253,19,30,0.0,-8.0,32.0,,,30.0,30,0.0
254,100,108,0.0,-92.0,4232.0,,,30.0,30,0.0
255,37,37,0.0,0.0,,,,30.0,30,
256,46,64,0.0,-28.0,392.0,,,30.0,30,0.0
257,40,40,0.0,0.0,,,,31.0,31,
258,49,49,0.0,0.0,,,,31.0,31,
259,20,20,0.0,0.0,,,,31.0,31,
260,41,41,0.0,0.0,,,,30.0,30,
261,44,92,4.0,-32.0,277.33333333333337,-1.293342780733397,,30.0,30,0.0
262,96,192,0.0,0.0,0.0,,,30.5,31,0.5
263,87,122,26.0,0.0,1352.0,,,31.0,31,0.0
264,44,44,0.0,0.0,,,,30.0,30,
265,48,48,0.0,0.0,,,,30.0,30,
266,69,69,0.0,0.0,,,,30.0,30,
267,17,17,0.0,0.0,,,,30.0,30,
268,16,16,0.0,0.0,,,,31.0,31,
269,8,8,0.0,0.0,,,,30.0,30,
270,29,48,5.0,0.0,50.0,,,30.0,30,0.0
271,22,22,0.0,0.0,,,,30.0,30,
272,6,144,0.0,0.0,0.0,0.0,0.0,9.041666666666666,10,0.041666666666666664
273,6,510,0.0,0.0,0.0,0.0,0.0,9.047058823529412,10,0.045378151260504186
274,6,78,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
275,6,48,0.0,0.0,0.0,0.0,0.0,9.125,10,0.125
276,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
277,6,108,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
278,6,60,0.0,0.0,0.0,0.0,0.0,9.1,10,0.09999999999999999
279,6,54,0.0,0.0,0.0,0.0,0.0,9.11111111111111,10,0.11111111111111112
280,6,36,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
281,6,48,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
282,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
283,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
284,6,6,0.0,0.0,,,,9.0,9,
285,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
286,6,6,0.0,0.0,,,,10.0,10,
287,6,12,0.0,0.0,0.0,,,9.0,9,0.0
288,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
289,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
290,6,12,0.0,0.0,0.0,,,9.0,9,0.0
291,6,12,0.0,0.0,0.0,,,9.0,9,0.0
292,6,12,0.0,0.0,0.0,,,9.0,9,0.0
293,6,6,0.0,0.0,,,,9.0,9,
294,6,12,0.0,0.0,0.0,,,9.0,9,0.0
295,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
296,6,54,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
297,6,6,0.0,0.0,,,,9.0,9,
298,6,42,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
299,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
300,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
301,6,12,0.0,0.0,0.0,,,9.0,9,0.0
302,6,12,0.0,0.0,0.0,,,9.0,9,0.0
303,6,6,0.0,0.0,,,,9.0,9,
304,6,60,0.0,0.0,0.0,0.0,0.0,9.1,10,0.09999999999999999
305,6,12,0.0,0.0,0.0,,,9.5,10,0.5
306,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
307,6,36,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
308,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
309,6,36,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
310,6,144,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
311,6,12,0.0,0.0,0.0,,,9.0,9,0.0
312,6,54,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
313,6,48,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
314,6,12,0.0,0.0,0.0,,,9.0,9,0.0
315,6,12,0.0,0.0,0.0,,,9.0,9,0.0
316,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
317,6,72,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
318,6,6,0.0,0.0,,,,9.0,9,
319,6,6,0.0,0.0,,,,9.0,9,
320,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
321,6,78,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
322,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
323,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
324,6,12,0.0,0.0,0.0,,,9.0,9,0.0
325,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
326,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
327,6,6,0.0,0.0,,,,9.0,9,
328,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
329,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
330,6,12,0.0,0.0,0.0,,,9.0,9,0.0
331,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
332,6,6,0.0,0.0,,,,9.0,9,
333,6,6,0.0,0.0,,,,9.0,9,
334,6,6,0.0,0.0,,,,9.0,9,
335,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
336,6,6,0.0,0.0,,,,9.0,9,
337,6,12,0.0,0.0,0.0,,,9.0,9,0.0
338,6,12,0.0,0.0,0.0,,,9.0,9,0.0
339,6,12,0.0,0.0,0.0,,,9.0,9,0.0
340,6,6,0.0,0.0,,,,9.0,9,
341,6,6,0.0,0.0,,,,9.0,9,
342,6,6,0.0,0.0,,,,9.0,9,
343,6,6,0.0,0.0,,,,9.0,9,
344,6,6,0.0,0.0,,,,9.0,9,
345,6,6,0.0,0.0,,,,9.0,9,
346,6,6,0.0,0.0,,,,9.0,9,
347,6,6,0.0,0.0,,,,9.0,9,
348,6,6,0.0,0.0,,,,9.0,9,
349,6,6,0.0,0.0,,,,9.0,9,
350,6,12,0.0,0.0,0.0,,,9.0,9,0.0
351,6,6,0.0,0.0,,,,9.0,9,
352,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
353,6,6,0.0,0.0,,,,9.0,9,
354,6,6,0.0,0.0,,,,9.0,9,
355,6,6,0.0,0.0,,,,9.0,9,
356,6,6,0.0,0.0,,,,9.0,9,
357,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
358,6,78,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
359,6,6,0.0,0.0,,,,9.0,9,
360,6,12,0.0,0.0,0.0,,,9.0,9,0.0
361,6,6,0.0,0.0,,,,9.0,9,
362,6,6,0.0,0.0,,,,9.0,9,
363,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
364,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
365,6,6,0.0,0.0,,,,9.0,9,
366,6,12,0.0,0.0,0.0,,,9.0,9,0.0
367,6,6,0.0,0.0,,,,9.0,9,
368,6,6,0.0,0.0,,,,9.0,9,
369,6,6,0.0,0.0,,,,9.0,9,
370,6,6,0.0,0.0,,,,9.0,9,
371,6,6,0.0,0.0,,,,9.0,9,
372,6,12,0.0,0.0,0.0,,,9.0,9,0.0
373,6,6,0.0,0.0,,,,9.0,9,
374,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
375,6,6,0.0,0.0,,,,9.0,9,
376,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
377,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
378,6,6,0.0,0.0,,,,9.0,9,
379,6,6,0.0,0.0,,,,9.0,9,
380,6,12,0.0,0.0,0.0,,,9.0,9,0.0
381,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
382,6,6,0.0,0.0,,,,9.0,9,
383,6,12,0.0,0.0,0.0,,,9.0,9,0.0
384,6,6,0.0,0.0,,,,9.0,9,
385,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
386,6,6,0.0,0.0,,,,9.0,9,
387,6,6,0.0,0.0,,,,9.0,9,
388,6,6,0.0,0.0,,,,9.0,9,
389,6,6,0.0,0.0,,,,9.0,9,
390,6,6,0.0,0.0,,,,9.0,9,
391,6,6,0.0,0.0,,,,9.0,9,
392,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
393,6,6,0.0,0.0,,,,9.0,9,
394,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
395,6,6,0.0,0.0,,,,9.0,9,
396,6,6,0.0,0.0,,,,9.0,9,
397,6,12,0.0,0.0,0.0,,,9.0,9,0.0
398,6,6,0.0,0.0,,,,9.0,9,
399,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
400,6,42,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
401,6,6,0.0,0.0,,,,9.0,9,
402,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
403,6,12,0.0,0.0,0.0,,,9.0,9,0.0
404,6,12,0.0,0.0,0.0,,,9.0,9,0.0
405,6,12,0.0,0.0,0.0,,,9.0,9,0.0
406,6,12,0.0,0.0,0.0,,,9.0,9,0.0
407,6,12,0.0,0.0,0.0,,,9.0,9,0.0
408,6,6,0.0,0.0,,,,9.0,9,
409,6,6,0.0,0.0,,,,9.0,9,
410,6,12,0.0,0.0,0.0,,,9.0,9,0.0
411,6,6,0.0,0.0,,,,9.0,9,
412,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
413,6,6,0.0,0.0,,,,9.0,9,
414,6,24,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
415,6,6,0.0,0.0,,,,9.0,9,
416,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
417,6,6,0.0,0.0,,,,9.0,9,
418,6,6,0.0,0.0,,,,9.0,9,
419,6,6,0.0,0.0,,,,9.0,9,
420,6,60,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
421,6,12,0.0,0.0,0.0,,,9.0,9,0.0
422,6,6,0.0,0.0,,,,9.0,9,
423,6,6,0.0,0.0,,,,9.0,9,
424,6,6,0.0,0.0,,,,9.0,9,
425,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
426,6,6,0.0,0.0,,,,9.0,9,
427,6,54,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
428,6,12,0.0,0.0,0.0,,,9.0,9,0.0
429,6,6,0.0,0.0,,,,9.0,9,
430,6,12,0.0,0.0,0.0,,,9.0,9,0.0
431,6,6,0.0,0.0,,,,9.0,9,
432,6,6,0.0,0.0,,,,9.0,9,
433,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
434,6,30,0.0,0.0,0.0,0.0,0.0,9.0,9,0.0
435,6,6,0.0,0.0,,,,9.0,9,
436,6,18,0.0,0.0,0.0,0.0,,9.0,9,0.0
