step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,mean_temperature,max_temperature,temperature_variance
435,217,288,73.0,0.0,10658.0,,,30.0,30,0.0
436,117,117,0.0,0.0,,,,30.0,30,
437,100,100,0.0,0.0,,,,30.0,30,
438,117,117,0.0,0.0,,,,30.0,30,
439,146,146,0.0,0.0,,,,30.0,30,
440,129,129,0.0,0.0,,,,32.0,32,
441,115,115,0.0,0.0,,,,31.0,31,
442,97,97,0.0,0.0,,,,32.0,32,
443,122,122,0.0,0.0,,,,30.0,30,
444,114,114,0.0,0.0,,,,32.0,32,
445,117,117,0.0,0.0,,,,32.0,32,
446,185,259,0.0,-111.0,6160.5,,,32.0,32,0.0
447,147,147,0.0,0.0,,,,30.0,30,
448,84,157,5.5,0.0,60.5,,,31.5,32,0.5
449,132,132,0.0,0.0,,,,32.0,32,
450,82,145,0.0,-19.0,180.5,,,32.0,32,0.0
451,109,109,0.0,0.0,,,,33.0,33,
452,97,165,0.0,-29.0,420.5,,,33.0,33,0.0
453,107,107,0.0,0.0,,,,32.0,32,
454,81,150,0.0,-12.0,72.0,,,32.0,32,0.0
455,81,81,0.0,0.0,,,,32.0,32,
456,67,128,0.0,-6.0,18.0,,,33.0,33,0.0
457,111,111,0.0,0.0,,,,32.0,32,
458,81,81,0.0,0.0,,,,32.0,32,
459,137,137,0.0,0.0,,,,32.0,32,
460,175,256,47.0,0.0,4418.0,,,32.0,32,0.0
461,157,157,0.0,0.0,,,,32.0,32,
462,212,288,68.0,0.0,9248.0,,,32.0,32,0.0
463,184,184,0.0,0.0,,,,33.0,33,
464,107,207,0.0,-7.0,24.5,,,32.0,32,0.0
465,134,134,0.0,0.0,,,,32.0,32,
466,81,140,0.0,-22.0,242.0,,,32.0,32,0.0
467,150,150,0.0,0.0,,,,31.0,31,
468,135,135,0.0,0.0,,,,32.0,32,
469,167,262,36.0,0.0,2592.0,,,32.0,32,0.0
470,154,154,0.0,0.0,,,,32.0,32,
471,186,186,0.0,0.0,,,,31.0,31,
472,82,82,0.0,0.0,,,,31.0,31,
473,126,126,0.0,0.0,,,,31.0,31,
474,105,177,16.5,0.0,544.5,,,31.0,31,0.0
475,112,112,0.0,0.0,,,,31.0,31,
476,130,130,0.0,0.0,,,,31.0,31,
477,143,143,0.0,0.0,,,,31.0,31,
478,144,144,0.0,0.0,,,,31.0,31,
479,139,139,0.0,0.0,,,,31.0,31,
480,117,117,0.0,0.0,,,,31.0,31,
481,113,113,0.0,0.0,,,,31.0,31,
482,115,115,0.0,0.0,,,,31.0,31,
483,124,124,0.0,0.0,,,,31.0,31,
484,131,131,0.0,0.0,,,,31.0,31,
485,186,259,0.0,-113.0,6384.5,,,31.0,31,0.0
486,141,141,0.0,0.0,,,,31.0,31,
487,199,199,0.0,0.0,,,,31.0,31,
488,121,121,0.0,0.0,,,,31.0,31,
489,133,133,0.0,0.0,,,,31.0,31,
490,169,169,0.0,0.0,,,,31.0,31,
491,103,103,0.0,0.0,,,,31.0,31,
492,155,155,0.0,0.0,,,,31.0,31,
493,132,132,0.0,0.0,,,,31.0,31,
494,116,175,28.5,0.0,1624.5,,,31.0,31,0.0
495,132,132,0.0,0.0,,,,31.0,31,
496,127,127,0.0,0.0,,,,31.0,31,
497,130,225,17.5,0.0,612.5,,,31.0,31,0.0
498,185,185,0.0,0.0,,,,31.0,31,
499,230,230,0.0,0.0,,,,31.0,31,
500,141,232,0.0,-50.0,1250.0,,,31.0,31,0.0
501,151,151,0.0,0.0,,,,31.0,31,
502,182,182,0.0,0.0,,,,31.0,31,
503,178,178,0.0,0.0,,,,31.0,31,
504,123,206,20.0,0.0,800.0,,,31.0,31,0.0
505,165,165,0.0,0.0,,,,31.0,31,
506,196,196,0.0,0.0,,,,31.0,31,
507,108,201,0.0,-15.0,112.5,,,31.0,31,0.0
508,144,144,0.0,0.0,,,,31.0,31,
509,242,242,0.0,0.0,,,,31.0,31,
510,245,339,0.0,-151.0,11400.5,,,31.0,31,0.0
511,236,343,64.5,0.0,8320.5,,,31.0,31,0.0
512,200,200,0.0,0.0,,,,31.0,31,
513,163,300,13.0,0.0,338.0,,,31.0,31,0.0
514,149,149,0.0,0.0,,,,31.0,31,
515,90,90,0.0,0.0,,,,32.0,32,
516,71,71,0.0,0.0,,,,32.0,32,
517,81,81,0.0,0.0,,,,32.0,32,
518,74,74,0.0,0.0,,,,32.0,32,
519,102,102,0.0,0.0,,,,32.0,32,
520,64,64,0.0,0.0,,,,30.0,30,
521,134,345,16.0,0.0,651.0,-1.492769076221063,,31.0,31,0.0
522,69,69,0.0,0.0,,,,31.0,31,
523,56,56,0.0,0.0,,,,32.0,32,
524,87,87,0.0,0.0,,,,32.0,32,
