metric,mean,median,std_dev,min,max
peak_pressure,-0.3711678985720598,-0.7275641594108093,0.7731185139345708,-0.7616308970041488,1.0952409212377665
auc,-0.3323840229284761,-0.6308835554005894,0.771391142130378,-0.8104318338708312,1.6625065057709048
rise_gradient,-0.22043820597726668,-0.767114424818261,0.8132594579588523,-0.8945140593778977,0.9064459817382996
descent_gradient,0.2506524149816877,0.5010307112070228,0.7171158243646293,-1.7815879475575394,0.5036710644351025
variance,-0.25401352772263874,-0.5103558298977902,0.7184394963027166,-0.5114285987296444,1.779109714084277
skewness,-0.3613651291138799,-0.7615917402532755,0.7935818698474278,-0.937880932638874,1.5675794393776574
kurtosis,-0.2942950210396162,-0.617525405332447,0.7372962853009332,-0.6319706499993815,1.7519177225749425
