metric,mean,median,std_dev,min,max
peak_pressure,-0.2972569787722399,-0.5767423830802956,0.7368346339901994,-0.6186699582236793,1.7380885695802712
auc,-0.43104546681656064,-0.6968479976050371,0.8207065091648644,-1.232632245085192,1.6022000976515451
rise_gradient,-0.27754575741604604,-0.50954242975019,0.7998437601374921,-0.9040486487042274,1.3251689670879478
descent_gradient,0.22871395340664197,0.4674925702686752,0.7091320053540406,-1.7878562608114636,0.4699401506865524
variance,-0.2246620629139026,-0.4493623253085073,0.7074785665458341,-0.4497237515368563,1.7888450740044068
skewness,-0.30132176147012096,-0.4875635545123562,0.7733257321157702,-0.9582223667896363,1.6717986859801557
kurtosis,-0.24226263501971715,-0.47146599697137803,0.7170358352734794,-0.5723588573385766,1.7798061794195417
