metric,mean,median,std_dev,min,max
peak_pressure,-0.32740855384845685,-0.6557180048664768,0.7508555689084727,-0.6879250786783564,1.540218845943494
auc,-0.1874644421725463,-0.4726585169728767,0.7124062982461641,-0.4921692702480417,1.7851143167159116
rise_gradient,-0.47016708530691226,-0.9072189430234197,0.7601219527451993,-1.09062599566627,1.011584831226907
descent_gradient,0.23376942478768253,0.4676085676470495,0.710750695744201,-1.7874085395150026,0.4706648606613133
variance,-0.2274269651192422,-0.4564615175081106,0.7084638681295777,-0.4568324287428787,1.788610054130075
skewness,-0.1623478998157185,-0.271778007182722,0.729922777120728,-0.7322113333329551,1.6927073088442857
kurtosis,-0.20596055210675268,-0.43802946476091986,0.705338154269351,-0.5126983383311036,1.7835535363207935
