metric,mean,median,std_dev,min,max
peak_pressure,-0.29457637309932005,-0.5677541389309497,0.7357327210073433,-0.6213698030203745,1.7308089535427935
auc,-0.5783856238703171,-0.9502869880614944,0.91179098486977,-1.396367964482562,1.683383496474883
rise_gradient,-0.22327591784917566,-0.7314550149217489,0.9309194158484828,-0.9959569310657488,1.320803865875514
descent_gradient,0.23049586001894937,0.46070013857906844,0.7095657858517498,-1.7882481061109663,0.4647097533973977
variance,-0.2269276264270525,-0.45410940175398906,0.708285635307541,-0.4564495921474469,1.788771923438236
skewness,-0.38350342577408153,-0.7632738416017487,0.8040119347888104,-1.064951804191656,1.396678399860185
kurtosis,-0.33087145859376077,-0.6964478587072043,0.7564164953491774,-0.744954942854524,1.6997134641087948
