metric,mean,std,min,max
peak_pressure,3054.4,4440.018389601557,0.0,9893.0
auc,52052.9,105762.19025979938,0.0,240850.5
rise_gradient,2.1410454600738804,1.8332612724514676,0.3297872340425531,3.995544754961523
descent_gradient,-19.965381223381847,42.419527974383406,-95.7864077669903,0.0
variance,131135.62154241878,287054.0996909536,0.0,644563.4703289152
skewness,11.73037497844845,16.020477209841754,0.0,38.8483538427209
kurtosis,394.2023058767772,768.877674072349,0.0,1765.536800466622
