,step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
71,72.0,89.5,202.0,1.5,-15.0,215.41666666666666,-1.5453925256950345,
72,73.0,107.0,107.0,0.0,0.0,,,
73,74.0,81.0,150.0,0.0,-12.0,72.0,,
74,75.0,81.0,81.0,0.0,0.0,,,
75,76.0,67.0,128.0,0.0,-6.0,18.0,,
76,77.0,111.0,111.0,0.0,0.0,,,
77,78.0,81.0,81.0,0.0,0.0,,,
78,79.0,137.0,137.0,0.0,0.0,,,
79,80.0,175.0,256.0,47.0,0.0,4418.0,,
80,81.0,157.0,157.0,0.0,0.0,,,
81,82.0,212.0,288.0,68.0,0.0,9248.0,,
82,83.0,184.0,184.0,0.0,0.0,,,
83,84.0,107.0,207.0,0.0,-7.0,24.5,,
84,85.0,134.0,134.0,0.0,0.0,,,
85,86.0,81.0,140.0,0.0,-22.0,242.0,,
86,87.0,150.0,150.0,0.0,0.0,,,
87,88.0,135.0,135.0,0.0,0.0,,,
88,89.0,167.0,262.0,36.0,0.0,2592.0,,
89,90.0,154.0,154.0,0.0,0.0,,,
90,91.0,186.0,186.0,0.0,0.0,,,
91,92.0,82.0,82.0,0.0,0.0,,,
92,93.0,126.0,126.0,0.0,0.0,,,
93,94.0,105.0,177.0,16.5,0.0,544.5,,
94,95.0,112.0,112.0,0.0,0.0,,,
95,96.0,130.0,130.0,0.0,0.0,,,
96,97.0,143.0,143.0,0.0,0.0,,,
97,98.0,144.0,144.0,0.0,0.0,,,
98,99.0,139.0,139.0,0.0,0.0,,,
99,100.0,117.0,117.0,0.0,0.0,,,
100,101.0,113.0,113.0,0.0,0.0,,,
101,102.0,115.0,115.0,0.0,0.0,,,
102,103.0,124.0,124.0,0.0,0.0,,,
103,104.0,131.0,131.0,0.0,0.0,,,
104,105.0,186.0,259.0,0.0,-113.0,6384.5,,
105,106.0,141.0,141.0,0.0,0.0,,,
106,107.0,199.0,199.0,0.0,0.0,,,
107,108.0,121.0,121.0,0.0,0.0,,,
108,109.0,133.0,133.0,0.0,0.0,,,
109,110.0,169.0,169.0,0.0,0.0,,,
110,111.0,103.0,103.0,0.0,0.0,,,
111,112.0,155.0,155.0,0.0,0.0,,,
112,113.0,132.0,132.0,0.0,0.0,,,
113,114.0,116.0,175.0,28.5,0.0,1624.5,,
114,115.0,132.0,132.0,0.0,0.0,,,
115,116.0,127.0,127.0,0.0,0.0,,,
116,117.0,130.0,225.0,17.5,0.0,612.5,,
117,118.0,185.0,185.0,0.0,0.0,,,
118,119.0,230.0,230.0,0.0,0.0,,,
119,120.0,141.0,232.0,0.0,-50.0,1250.0,,
120,121.0,151.0,151.0,0.0,0.0,,,
121,122.0,182.0,182.0,0.0,0.0,,,
122,123.0,178.0,178.0,0.0,0.0,,,
123,124.0,123.0,206.0,20.0,0.0,800.0,,
124,125.0,165.0,165.0,0.0,0.0,,,
125,126.0,196.0,196.0,0.0,0.0,,,
126,127.0,108.0,201.0,0.0,-15.0,112.5,,
127,128.0,144.0,144.0,0.0,0.0,,,
128,129.0,242.0,242.0,0.0,0.0,,,
129,130.0,245.0,339.0,0.0,-151.0,11400.5,,
130,131.0,236.0,343.0,64.5,0.0,8320.5,,
131,132.0,200.0,200.0,0.0,0.0,,,
132,133.0,163.0,300.0,13.0,0.0,338.0,,
133,134.0,149.0,149.0,0.0,0.0,,,
