,step_number,peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis
94,95.0,67.0,1886.5,8.333333333333334,-0.7222222222222222,61.80836707152497,-0.174047702577574,0.31613805559864705
95,96.0,46.0,142.0,2.5,-4.5,24.916666666666668,0.1025121332949925,-5.027192089573942
96,97.0,49.0,257.0,1.35,-5.555555555555555,15.298534798534796,-0.29794573436032623,-2.240530303030297
97,98.0,39.0,214.0,0.25,0.0,0.25,0.0,0.0
98,99.0,59.0,849.5,0.9318181818181818,-11.333333333333334,131.69333333333333,1.5024407684913477,1.1985865526441906
99,100.0,47.5,764.0,0.1818181818181818,-13.0,19.169960474308297,0.3823471308858586,-0.4022075787619745
100,101.0,41.0,102.0,0.0,0.0,0.0,0.0,
101,102.0,57.0,388.5,4.25,-2.0,35.125,-0.798837144809442,0.7859720983414995
102,103.0,74.0,2052.0,0.8589743589743589,-6.777777777777778,299.719414893617,0.8346132263316572,-0.2366146055704834
103,104.0,41.0,93.5,0.0,0.0,0.0,0.0,0.0
104,105.0,21.0,42.0,0.0,0.0,0.0,,
105,106.0,21.0,21.0,0.0,,,,
106,107.0,21.0,21.0,0.0,,,,
107,108.0,21.0,21.0,0.0,,,,
108,109.0,21.0,42.0,0.0,0.0,0.0,,
109,110.0,21.0,21.0,0.0,,,,
110,111.0,21.0,21.0,0.0,,,,
111,112.0,21.0,21.0,0.0,,,,
112,113.0,21.0,21.0,0.0,,,,
113,114.0,21.0,21.0,0.0,,,,
114,115.0,21.0,21.0,0.0,,,,
115,116.0,21.0,21.0,0.0,,,,
116,117.0,21.0,21.0,0.0,,,,
117,118.0,21.0,105.0,0.0,0.0,0.0,0.0,0.0
118,119.0,22.0,591.0,0.0555555555555555,-0.1,0.0992063492063491,2.6864551773886567,5.613784615384598
119,120.0,21.0,126.0,0.0,0.0,0.0,0.0,0.0
120,121.0,21.0,21.0,0.0,,,,
121,122.0,21.0,126.0,0.0,0.0,0.0,0.0,0.0
122,123.0,21.0,210.0,0.0,0.0,0.0,0.0,0.0
123,124.0,21.0,231.0,0.0,0.0,0.0,0.0,0.0
124,125.0,21.0,21.0,0.0,,,,
125,126.0,21.0,21.0,0.0,,,,
126,127.0,21.0,21.0,0.0,,,,
127,128.0,21.0,21.0,0.0,,,,
128,129.0,21.0,147.0,0.0,0.0,0.0,0.0,0.0
129,130.0,21.0,42.0,0.0,0.0,0.0,,
130,131.0,21.0,21.0,0.0,,,,
131,132.0,21.0,42.0,0.0,0.0,0.0,,
132,133.0,21.0,42.0,0.0,0.0,0.0,,
133,134.0,21.0,42.0,0.0,0.0,0.0,,
134,135.0,21.0,189.0,0.0,0.0,0.0,0.0,0.0
135,136.0,21.0,21.0,0.0,,,,
136,137.0,21.0,84.0,0.0,0.0,0.0,0.0,0.0
137,138.0,21.0,42.0,0.0,0.0,0.0,,
138,139.0,21.0,462.0,0.0,0.0,0.0,0.0,0.0
139,140.0,21.0,21.0,0.0,,,,
140,141.0,21.0,126.0,0.0,0.0,0.0,0.0,0.0
141,142.0,21.0,63.0,0.0,0.0,0.0,0.0,
142,143.0,21.0,42.0,0.0,0.0,0.0,,
143,144.0,21.0,42.0,0.0,0.0,0.0,,
144,145.0,21.0,42.0,0.0,0.0,0.0,,
145,146.0,21.0,21.0,0.0,,,,
146,147.0,28.0,55.0,0.0,-1.0,0.5,,
147,148.0,22.0,192.0,0.3333333333333333,-0.1666666666666666,0.25,0.8571428571428663,-1.7142857142857006
148,149.0,21.0,21.0,0.0,,,,
