metric,mean,std
peak_pressure,4057.8,5327.7775572934725
auc,53624.2,66167.44031867184
rise_gradient,2.0839521368000393,2.131328120118
descent_gradient,-18.57199577706166,36.87326330308706
variance,67336.77036132797,131664.0690970121
skewness,17.895433919180665,19.08070981764079
kurtosis,658.0483504518379,1041.6758485514033
cid,155.6,101.544571494492
