metric,mean,std
peak_pressure,449.64179104477614,1787.1750919079354
auc,17230.007462686568,78908.0536193623
rise_gradient,4.748058124422581,23.528046851577773
descent_gradient,-2.765850327255388,13.201047375101384
variance,107624.60745342092,801979.2464229974
skewness,6.991945516157532,7.2309132068476405
kurtosis,108.84209165032507,256.63539885463695
