peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,cid
22,103.0,0.25,-0.06027397260273973,4.383293948322978,10.089771934915545,102.07028812166867,38
102,2043.0,4.08,-0.16558441558441558,225.02913817487283,4.8305961169622265,22.26873237207684,40
34,138.0,0.136,-0.05564648117839607,2.5573834989261393,14.828277287632021,267.45046740329315,41
240,4808.5,2.0689655172413794,-0.25261324041811845,444.8064892300593,5.473504105086391,41.91250776855985,43
186,10451.0,0.48947368421052634,-0.34962406015037595,830.8329754424398,2.9825480869878223,8.971409120840457,47
258,11261.0,0.38738738738738737,-1.5087719298245614,1418.3539704536322,3.4777500124314398,12.639737430962287,48
154,8985.0,0.28153564899451555,-0.12012480499219969,231.0224838440785,4.601275354549037,24.874174402820568,49
6,14775.5,,-0.0003536067892503536,0.17433452177212871,1.3190799123014982,-0.2602126458496663,60
6,5168.0,0.004901960784313725,-0.0012077294685990338,0.007691903614819482,11.247224678660755,124.74157288305936,62
18,163.0,0.08411214953271028,-0.04945054945054945,2.963862045885102,6.39561625050177,42.681045132506206,64
0,0.0,,0.0,0.0,0.0,0.0,65
8,27.0,0.012779552715654952,-0.03088803088803089,0.17195163943834413,15.931502157365015,270.086989616351,67
0,0.0,,0.0,0.0,0.0,0.0,68
0,0.0,,0.0,0.0,0.0,0.0,69
9,79.0,0.020642201834862386,-0.3333333333333333,1.087342099813626,6.336981708487941,41.7953735897821,75
328,3627.0,0.3937575030012005,-0.7192982456140351,660.3531618164433,9.822514204037704,99.92779315721991,80
209,1521.0,0.3020231213872832,-0.06490683229813665,51.46773536065875,21.215887917115015,489.7256569657501,81
0,0.0,,0.0,0.0,0.0,0.0,82
0,0.0,,0.0,0.0,0.0,0.0,83
27,184.0,0.02404274265360641,-2.076923076923077,3.1762529884673034,11.730197923097165,142.17821023311654,84
110,1236.0,0.18181818181818182,-9.0,86.28240946045825,6.85871079566615,56.73532512041083,85
262,1861.0,0.9703703703703703,-0.4772313296903461,342.6317921915483,12.045397894023626,154.9435524918584,96
2,9.0,0.10526315789473684,-0.005449591280653951,0.038317869622846126,9.014040548913721,83.95887150185165,98
95,683.0,0.21839080459770116,-0.17992424242424243,50.11951220037662,10.932210427144014,123.7009605122677,99
0,0.0,,0.0,0.0,0.0,0.0,100
96,730.0,2.2325581395348837,-0.07459207459207459,38.80272506962372,13.798692079749197,195.06749490001326,101
0,0.0,,0.0,0.0,0.0,0.0,104
