peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,cid
23,9938.0,,-0.004415011037527594,0.2169384718615982,-0.2130931664816977,1.5123902668394305,38
107,15683.0,1.5961538461538463,-0.14431239388794567,119.18202186031364,6.313042232588135,38.75682984240336,40
29,23818.5,,-0.003484320557491289,0.7275681706104432,0.3771803433865263,-1.0084679182344507,41
261,23479.0,2.2037037037037037,-0.24398625429553264,1250.6079154344682,4.039576537285983,16.994969033445102,43
145,21599.0,0.3460490463215259,-0.23302752293577983,255.43386224323132,4.304984758796051,20.41866484905223,47
140,18632.0,0.25949367088607594,-0.33884297520661155,285.89589053985856,3.9703911705634334,16.636058040007363,48
224,47716.5,0.4394904458598726,-0.15316642120765833,583.5506879151017,3.9969016743840764,17.405109012282292,49
32,85653.5,0.1,-0.0007097232079489,0.2092589731628821,1.0046539679224493,-0.8033408303990379,60
31,30979.0,0.03225806451612903,-0.000999000999000999,0.018072221346720995,7.178912283702394,49.63287262792544,62
24,11424.0,0.018691588785046728,-0.01098901098901099,0.4879848922196126,1.3662087207351001,4.229474667096719,64
20,15927.5,,-0.0012106537530266344,0.20313511012996593,0.965490496014085,-1.0704226537445776,65
79,19789.5,0.09133858267716535,-0.252,48.97095560571858,5.239507489797305,29.750454808514228,67
25,17300.0,0.3333333333333333,-0.0013986013986013986,0.39494268192049464,-0.8162915059544721,2.332234365027176,68
22,31988.5,0.002840909090909091,0.0,2.1945459962072356,0.5591482457391034,-1.4861148543140237,69
30,12006.5,0.2,0.0,3.1678608407537787,0.3974081297736455,-1.3091576446383888,75
205,33448.0,0.21151586368977673,-0.4155251141552511,236.06083437073386,9.921634471012855,102.10821604672549,80
270,85912.0,3.1139240506329116,-0.06522306287503261,123.62732504571572,16.68449251987734,298.00908752400153,81
22,18061.0,0.003663003663003663,-0.004672897196261682,0.22583697234352257,-0.4386449152017992,0.689083515208079,82
37,36312.5,0.10344827586206896,-0.010452961672473868,1.960078964685238,1.9460816657449602,12.243434020257258,83
21,21470.0,,-0.00528169014084507,1.4008525648172236,-1.5652408433716596,2.4695813135858438,84
210,19495.0,0.7899159663865546,-0.4986737400530504,898.7565383803191,3.8032960084777874,14.922241437712572,85
250,24468.0,0.8705882352941177,-0.39361702127659576,225.6786443908395,12.335195529772237,165.08689584464278,96
35,10400.0,0.5,-0.04076086956521739,2.0421068134045597,3.1491669803209477,18.35180774024833,98
219,26074.5,0.44651162790697674,-0.3696060037523452,169.93122611307163,11.113715546623823,130.19311639278396,99
30,16942.0,0.017241379310344827,-0.005012531328320802,1.1372692194804175,2.268385993462125,8.915636094833033,100
165,27948.5,3.763157894736842,-0.11455108359133127,73.93442321054327,9.875710485664905,131.64827946065964,101
20,10970.0,0.5,-0.004672897196261682,0.6679811257162116,1.1325413073501147,1.7459256033961386,104
90,16246.5,0.16511627906976745,-0.15706806282722513,74.739964493241,4.689781481440852,26.58581297422692,105
68,9078.0,0.11691542288557213,-6.125,19.693584950448045,7.852021078992918,69.77265788585663,106
125,15962.5,0.3466666666666667,-0.20843091334894615,89.40872281088926,8.142720118379836,70.03335331607113,107
22,7516.0,0.16666666666666666,-0.002824858757062147,0.6739919975377039,-0.9219139863648554,0.6635001807142364,108
22,14859.5,,-0.0014104372355430183,0.06744075170345061,-1.864948760829297,10.981319757668452,110
30,24882.0,0.0625,-0.0012224938875305623,0.13892215568862273,-1.794008254205952,1.2213853545396756,113
2641,87628.0,1.014751552795031,-2.0892430278884464,3527.959179223552,30.284976901626923,1123.8490625354973,114
9893,170446.0,9.54642166344294,-73.67910447761194,1108368.9146794474,8.982387731922813,79.78369486069316,116
262,6194.5,1.3426966292134832,-3.2,371.6733528368243,10.728576745234008,119.52691194525784,125
223,9149.0,3.406779661016949,-0.5860058309037901,116.61733516042618,16.92924386076717,302.8122097949905,126
27,20624.0,0.005605381165919282,-0.05982905982905983,0.6312543543749817,3.4862187348445532,19.26366114210702,131
29,11063.5,0.14285714285714285,-0.004987531172069825,0.1136439906035764,2.379671127916664,5.204265104460099,133
34,14288.0,0.010050251256281407,0.0,1.3946947906679448,-0.2826652318535117,-0.6124629815087457,152
37,5120.5,,-0.007142857142857143,0.24620060790273562,-0.30448081542090316,-1.934942866962472,155
38,8052.0,0.012987012987012988,-0.007042253521126761,0.20628891656288914,-0.8282551991935061,-0.15414574322164754,165
37,9331.5,,-0.0038910505836575876,0.21476186167164363,0.8260522726500401,-1.327992799384505,170
36,6636.5,,-0.005319148936170213,0.21175278622087132,0.8715756533512815,-1.2537362585663623,176
65,14374.5,0.1694915254237288,-0.13122171945701358,6.147479250891046,8.422052163761734,84.16251612845537,179
130,24840.0,0.8623853211009175,-0.16080402010050251,15.405235383918807,21.307444300716654,495.8321239435361,180
33,7423.5,,-0.004366812227074236,0.24423770647427376,0.33724257221651543,-1.90289090067284,187
33,13852.0,0.25,-0.002331002331002331,0.0830557358904226,-0.291306192919592,9.155890731711207,191
38,14090.0,0.05263157894736842,-0.0027624309392265192,0.023285374668480574,-4.83400070658086,38.79948905034232,192
167,11440.5,2.1147540983606556,-0.5589519650655022,70.28939447801872,13.416295278263016,193.58546023366327,196
60,35388.5,0.05641025641025641,-0.04114490161001789,2.0925339692751375,10.550625643098497,136.81602299586103,198
38,21762.5,0.002347417840375587,-0.011627906976744186,0.48963992384185445,-0.39073689549613433,-0.49555188152728835,200
35,19772.5,,-0.0017574692442882249,0.18826812197453208,-1.1523425784276697,-0.6744855456799392,204
33,7906.0,0.25,-0.00411522633744856,0.008031866266161687,11.067422382644102,121.46738052746385,209
32,4561.0,1.0,-0.006993006993006993,0.2229885057471265,-0.7256359720215476,-1.4942564332719754,219
9893,196854.0,4.035641130684146,-75.21374045801527,339039.2098862515,16.7814598967593,280.3376373912363,227
33,17928.0,0.045454545454545456,-0.0018587360594795538,0.04979628214922333,0.12988988840782223,26.041610355807734,234
140,11356.0,0.3475409836065574,-2.409090909090909,192.11706917724106,1.1874586955886082,17.48223822459188,240
78,21181.5,0.26380368098159507,-0.09691629955947137,9.116142940315651,7.45835775281282,95.36496994986531,241
0,0.0,,0.0,0.0,0.0,0.0,246
0,0.0,,0.0,0.0,0.0,0.0,256
338,18663.0,0.48703170028818443,-0.342451874366768,1298.1936877927117,4.407320550735365,24.280438168669818,295
312,41229.0,0.41823056300268097,-0.20146222583265638,1940.2085021733762,2.3401791359305646,5.773528024004312,296
266,4713.0,1.1615720524017468,-2.235294117647059,1784.9288607845076,3.4458998183424447,12.031204192303028,325
89,5242.0,0.4063926940639269,-0.34099616858237547,647.0416839916841,1.9648969721085143,2.027544885466014,350
201,7488.0,0.16368078175895764,-12.5625,641.8824274590323,4.3315522655954775,18.443618286695035,352
232,10836.0,0.4225865209471767,-1.0593607305936072,1754.0802449068053,3.00231071416895,8.14438350511451,381
