id,cid,counter,tData,tData_2,tData_3,tData_4,pData,pData_2,pData_3,pData_4,created_at,updated_at
18486,70,1701958139435,23,22,23,-18,37,21,0,0,2023-12-07 15:09:01,2023-12-07 15:09:01
18487,70,1701958139790,23,22,23,-18,37,21,0,0,2023-12-07 15:09:01,2023-12-07 15:09:01
18488,70,1701958140155,23,22,23,-18,37,21,0,0,2023-12-07 15:09:01,2023-12-07 15:09:01
18489,70,1701958140510,23,22,23,-18,37,21,0,0,2023-12-07 15:09:02,2023-12-07 15:09:02
18490,70,1701958140820,23,22,23,-18,37,21,0,0,2023-12-07 15:09:02,2023-12-07 15:09:02
18491,70,1701958141181,23,22,23,-18,37,21,0,0,2023-12-07 15:09:02,2023-12-07 15:09:02
18492,70,1701958141536,23,22,23,-18,37,21,0,0,2023-12-07 15:09:03,2023-12-07 15:09:03
18493,70,1701958141912,23,22,23,-18,37,21,0,0,2023-12-07 15:09:03,2023-12-07 15:09:03
18494,70,1701958142316,23,22,23,-18,37,21,0,0,2023-12-07 15:09:03,2023-12-07 15:09:03
18495,70,1701958142763,22,22,23,-18,37,22,0,0,2023-12-07 15:09:04,2023-12-07 15:09:04
18496,70,1701958142976,22,22,23,-18,38,22,0,0,2023-12-07 15:09:04,2023-12-07 15:09:04
18497,70,1701958143344,22,22,23,-18,38,22,0,0,2023-12-07 15:09:04,2023-12-07 15:09:04
18498,70,1701958143730,22,22,23,-18,38,22,0,0,2023-12-07 15:09:05,2023-12-07 15:09:05
18499,70,1701958143991,23,22,23,-18,37,21,0,0,2023-12-07 15:09:05,2023-12-07 15:09:05
18500,70,1701958144423,23,22,23,-18,37,21,0,0,2023-12-07 15:09:06,2023-12-07 15:09:06
18501,70,1701958144718,23,22,23,-18,37,21,0,0,2023-12-07 15:09:06,2023-12-07 15:09:06
18502,70,1701958145102,23,22,23,-18,37,21,0,0,2023-12-07 15:09:06,2023-12-07 15:09:06
18503,70,1701958145501,23,22,23,-18,37,21,0,0,2023-12-07 15:09:07,2023-12-07 15:09:07
18504,70,1701958145822,23,22,23,-18,37,21,0,0,2023-12-07 15:09:07,2023-12-07 15:09:07
18505,70,1701958146171,23,22,23,-18,37,21,0,0,2023-12-07 15:09:07,2023-12-07 15:09:07
18506,70,1701958146485,23,22,23,-18,37,21,0,0,2023-12-07 15:09:08,2023-12-07 15:09:08
18507,70,1701958146856,23,22,23,-18,37,21,0,0,2023-12-07 15:09:08,2023-12-07 15:09:08
18508,70,1701958147216,23,22,23,-18,37,21,0,0,2023-12-07 15:09:08,2023-12-07 15:09:08
18509,70,1701958147574,23,22,23,-18,37,21,0,0,2023-12-07 15:09:09,2023-12-07 15:09:09
18510,70,1701958147936,23,22,23,-18,37,21,0,0,2023-12-07 15:09:09,2023-12-07 15:09:09
18511,70,1701958148343,22,22,23,-18,38,22,0,0,2023-12-07 15:09:09,2023-12-07 15:09:09
18512,70,1701958148690,22,22,23,-18,38,22,0,0,2023-12-07 15:09:10,2023-12-07 15:09:10
18513,70,1701958149069,22,22,23,-18,38,22,0,0,2023-12-07 15:09:10,2023-12-07 15:09:10
18514,70,1701958149417,22,22,23,-18,38,22,0,0,2023-12-07 15:09:11,2023-12-07 15:09:11
18515,70,1701958149661,22,22,23,-18,38,22,0,0,2023-12-07 15:09:11,2023-12-07 15:09:11
18516,70,1701958150080,23,22,23,-18,37,21,0,0,2023-12-07 15:09:11,2023-12-07 15:09:11
18517,70,1701958150386,23,22,23,-18,37,22,0,0,2023-12-07 15:09:12,2023-12-07 15:09:12
18518,70,1701958150751,23,22,23,-18,37,21,0,0,2023-12-07 15:09:12,2023-12-07 15:09:12
18519,70,1701958151135,23,22,23,-18,37,21,0,0,2023-12-07 15:09:12,2023-12-07 15:09:12
18520,70,1701958151486,23,22,23,-18,37,22,0,0,2023-12-07 15:09:13,2023-12-07 15:09:13
18521,70,1701958151857,23,22,23,-18,37,21,0,0,2023-12-07 15:09:13,2023-12-07 15:09:13
18522,70,1701958152164,23,22,23,-18,37,21,0,0,2023-12-07 15:09:13,2023-12-07 15:09:13
18523,70,1701958152580,23,22,23,-18,37,21,0,0,2023-12-07 15:09:14,2023-12-07 15:09:14
18524,70,1701958152881,23,22,23,-18,37,21,0,0,2023-12-07 15:09:14,2023-12-07 15:09:14
18525,70,1701958153242,23,22,23,-18,37,21,0,0,2023-12-07 15:09:14,2023-12-07 15:09:14
18526,70,1701958153606,23,22,23,-18,37,21,0,0,2023-12-07 15:09:15,2023-12-07 15:09:15
18527,70,1701958153984,23,22,23,-18,37,22,0,0,2023-12-07 15:09:15,2023-12-07 15:09:15
18528,70,1701958154330,22,22,23,-18,38,22,0,0,2023-12-07 15:09:15,2023-12-07 15:09:15
18529,70,1701958154680,22,22,23,-18,38,22,0,0,2023-12-07 15:09:16,2023-12-07 15:09:16
18530,70,1701958155004,22,22,23,-18,38,22,0,0,2023-12-07 15:09:16,2023-12-07 15:09:16
18531,70,1701958155353,22,22,23,-18,38,22,0,0,2023-12-07 15:09:16,2023-12-07 15:09:16
18532,70,1701958155758,22,22,23,-18,38,22,0,0,2023-12-07 15:09:17,2023-12-07 15:09:17
18533,70,1701958156083,22,22,23,-18,38,22,0,0,2023-12-07 15:09:17,2023-12-07 15:09:17
18534,70,1701958156441,22,22,23,-18,38,22,0,0,2023-12-07 15:09:18,2023-12-07 15:09:18
18535,70,1701958156801,22,22,23,-18,38,22,0,0,2023-12-07 15:09:18,2023-12-07 15:09:18
18536,70,1701958157205,22,22,23,-18,38,22,0,0,2023-12-07 15:09:18,2023-12-07 15:09:18
18537,70,1701958157494,22,22,23,-18,38,22,0,0,2023-12-07 15:09:19,2023-12-07 15:09:19
18538,70,1701958157834,22,22,23,-18,38,22,0,0,2023-12-07 15:09:19,2023-12-07 15:09:19
18539,70,1701958158197,22,22,23,-18,38,22,0,0,2023-12-07 15:09:19,2023-12-07 15:09:19
18540,70,1701958158544,22,22,23,-18,38,22,0,0,2023-12-07 15:09:20,2023-12-07 15:09:20
18541,70,1701958158957,22,22,23,-18,38,22,0,0,2023-12-07 15:09:20,2023-12-07 15:09:20
18542,70,1701958159271,22,22,23,-18,38,22,0,0,2023-12-07 15:09:20,2023-12-07 15:09:20
18543,70,1701958159628,22,22,23,-18,38,22,0,0,2023-12-07 15:09:21,2023-12-07 15:09:21
18544,70,1701958159993,22,22,23,-18,38,22,0,0,2023-12-07 15:09:21,2023-12-07 15:09:21
18545,70,1701958160311,22,22,23,-18,38,22,0,0,2023-12-07 15:09:21,2023-12-07 15:09:21
18546,70,1701958160671,22,22,23,-18,38,22,0,0,2023-12-07 15:09:22,2023-12-07 15:09:22
18547,70,1701958161028,22,22,23,-18,38,22,0,0,2023-12-07 15:09:22,2023-12-07 15:09:22
18548,70,1701958161361,22,22,23,-18,39,22,0,0,2023-12-07 15:09:22,2023-12-07 15:09:22
18549,70,1701958161730,23,22,23,-18,37,22,0,0,2023-12-07 15:09:23,2023-12-07 15:09:23
18550,70,1701958162086,23,22,23,-18,38,22,0,0,2023-12-07 15:09:23,2023-12-07 15:09:23
18551,70,1701958162442,23,22,23,-18,38,22,0,0,2023-12-07 15:09:24,2023-12-07 15:09:24
18552,70,1701958162828,23,22,23,-18,38,22,0,0,2023-12-07 15:09:24,2023-12-07 15:09:24
18553,70,1701958163144,23,22,23,-18,37,21,0,0,2023-12-07 15:09:24,2023-12-07 15:09:24
18554,70,1701958163496,23,22,23,-18,37,21,0,0,2023-12-07 15:09:25,2023-12-07 15:09:25
18555,70,1701958163868,23,22,23,-18,37,21,0,0,2023-12-07 15:09:25,2023-12-07 15:09:25
18556,70,1701958164218,23,22,23,-18,37,21,0,0,2023-12-07 15:09:25,2023-12-07 15:09:25
18557,70,1701958164584,23,22,23,-18,37,21,0,0,2023-12-07 15:09:26,2023-12-07 15:09:26
18558,70,1701958164948,23,22,23,-18,37,22,0,0,2023-12-07 15:09:26,2023-12-07 15:09:26
18559,70,1701958165358,23,22,23,-18,37,22,0,0,2023-12-07 15:09:27,2023-12-07 15:09:27
18560,70,1701958165612,23,22,23,-18,38,22,0,0,2023-12-07 15:09:27,2023-12-07 15:09:27
18561,70,1701958165986,22,22,23,-18,38,22,0,0,2023-12-07 15:09:27,2023-12-07 15:09:27
18562,70,1701958166340,22,22,23,-18,38,22,0,0,2023-12-07 15:09:27,2023-12-07 15:09:27
18563,70,1701958166701,22,22,23,-18,38,22,0,0,2023-12-07 15:09:28,2023-12-07 15:09:28
18564,70,1701958167061,22,22,23,-18,39,22,0,0,2023-12-07 15:09:28,2023-12-07 15:09:28
18565,70,1701958167413,22,22,23,-18,39,22,0,0,2023-12-07 15:09:29,2023-12-07 15:09:29
18566,70,1701958167753,22,22,23,-18,39,22,0,0,2023-12-07 15:09:29,2023-12-07 15:09:29
18567,70,1701958168116,23,22,23,-18,38,22,0,0,2023-12-07 15:09:29,2023-12-07 15:09:29
18568,70,1701958168424,23,22,23,-18,38,22,0,0,2023-12-07 15:09:30,2023-12-07 15:09:30
18569,70,1701958168794,23,22,23,-18,37,22,0,0,2023-12-07 15:09:30,2023-12-07 15:09:30
18570,70,1701958169171,23,22,23,-18,38,22,0,0,2023-12-07 15:09:30,2023-12-07 15:09:30
18571,70,1701958169529,23,22,23,-18,38,22,0,0,2023-12-07 15:09:31,2023-12-07 15:09:31
18572,70,1701958169896,23,22,23,-18,38,22,0,0,2023-12-07 15:09:31,2023-12-07 15:09:31
18573,70,1701958170257,23,22,23,-18,37,22,0,0,2023-12-07 15:09:31,2023-12-07 15:09:31
18574,70,1701958170668,23,22,23,-18,38,22,0,0,2023-12-07 15:09:32,2023-12-07 15:09:32
18575,70,1701958170979,23,22,23,-18,38,22,0,0,2023-12-07 15:09:32,2023-12-07 15:09:32
18576,70,1701958171305,23,22,23,-18,37,22,0,0,2023-12-07 15:09:32,2023-12-07 15:09:32
18577,70,1701958171652,23,22,23,-18,37,21,0,0,2023-12-07 15:09:33,2023-12-07 15:09:33
18578,70,1701958172002,23,22,23,-18,38,22,0,0,2023-12-07 15:09:33,2023-12-07 15:09:33
18579,70,1701958172380,23,22,23,-18,38,22,0,0,2023-12-07 15:09:33,2023-12-07 15:09:33
18580,70,1701958172770,23,22,23,-18,38,22,0,0,2023-12-07 15:09:34,2023-12-07 15:09:34
18581,70,1701958173086,23,22,23,-18,38,22,0,0,2023-12-07 15:09:34,2023-12-07 15:09:34
18582,70,1701958173449,23,22,23,-18,38,22,0,0,2023-12-07 15:09:35,2023-12-07 15:09:35
18583,70,1701958173805,23,22,23,-18,38,22,0,0,2023-12-07 15:09:35,2023-12-07 15:09:35
18584,70,1701958174118,23,22,23,-18,39,22,0,0,2023-12-07 15:09:35,2023-12-07 15:09:35
18585,0,1701958253984,28,27,24,-18,40,24,0,0,2023-12-07 15:10:55,2023-12-07 15:10:55
18586,0,1701958254283,28,27,24,-18,40,23,0,0,2023-12-07 15:10:55,2023-12-07 15:10:55
18587,71,1701958254647,28,28,24,-18,40,23,0,0,2023-12-07 15:10:56,2023-12-07 15:10:56
18588,71,1701958255036,28,28,24,-18,40,23,0,0,2023-12-07 15:10:56,2023-12-07 15:10:56
18589,71,1701958255390,28,28,24,-18,40,23,0,0,2023-12-07 15:10:57,2023-12-07 15:10:57
18590,71,1701958255749,28,28,24,-18,40,23,0,0,2023-12-07 15:10:57,2023-12-07 15:10:57
18591,71,1701958256098,29,28,25,-18,40,22,0,0,2023-12-07 15:10:57,2023-12-07 15:10:57
18592,71,1701958256450,29,28,25,-18,40,22,0,0,2023-12-07 15:10:58,2023-12-07 15:10:58
18593,71,1701958256807,29,28,25,-18,40,22,0,0,2023-12-07 15:10:58,2023-12-07 15:10:58
18594,71,1701958257194,29,28,25,-18,40,22,0,0,2023-12-07 15:10:58,2023-12-07 15:10:58
18595,71,1701958257502,29,28,25,-18,40,22,0,0,2023-12-07 15:10:59,2023-12-07 15:10:59
18596,71,1701958257869,29,28,25,-18,40,22,0,0,2023-12-07 15:10:59,2023-12-07 15:10:59
18597,71,1701958258229,29,28,25,-18,40,22,0,0,2023-12-07 15:10:59,2023-12-07 15:10:59
18598,71,1701958258584,29,28,25,-18,40,22,0,0,2023-12-07 15:11:00,2023-12-07 15:11:00
18599,71,1701958258951,29,28,25,-18,40,22,0,0,2023-12-07 15:11:00,2023-12-07 15:11:00
18600,71,1701958259302,29,28,25,-18,40,22,0,0,2023-12-07 15:11:00,2023-12-07 15:11:00
18601,71,1701958259666,29,28,25,-18,40,22,0,0,2023-12-07 15:11:01,2023-12-07 15:11:01
18602,71,1701958260149,29,28,25,-18,40,22,0,0,2023-12-07 15:11:01,2023-12-07 15:11:01
18603,71,1701958260337,29,28,25,-18,40,22,0,0,2023-12-07 15:11:01,2023-12-07 15:11:01
18604,71,1701958260697,29,28,25,-18,40,22,0,0,2023-12-07 15:11:02,2023-12-07 15:11:02
18605,71,1701958261069,29,28,25,-18,40,22,0,0,2023-12-07 15:11:02,2023-12-07 15:11:02
18606,71,1701958261426,29,28,25,-18,40,22,0,0,2023-12-07 15:11:03,2023-12-07 15:11:03
18607,71,1701958261785,29,28,25,-18,40,22,0,0,2023-12-07 15:11:03,2023-12-07 15:11:03
18608,71,1701958262145,29,28,25,-18,40,22,0,0,2023-12-07 15:11:03,2023-12-07 15:11:03
18609,71,1701958262505,29,28,25,-18,40,22,0,0,2023-12-07 15:11:04,2023-12-07 15:11:04
18610,71,1701958262862,29,28,25,-18,40,22,0,0,2023-12-07 15:11:04,2023-12-07 15:11:04
18611,71,1701958263157,29,28,25,-18,40,22,0,0,2023-12-07 15:11:04,2023-12-07 15:11:04
18612,71,1701958263521,29,29,25,-18,40,22,0,0,2023-12-07 15:11:05,2023-12-07 15:11:05
18613,71,1701958263876,29,29,25,-18,40,22,0,0,2023-12-07 15:11:05,2023-12-07 15:11:05
18614,71,1701958264230,29,29,25,-18,40,22,0,0,2023-12-07 15:11:05,2023-12-07 15:11:05
18615,71,1701958264669,30,29,25,-18,40,22,0,0,2023-12-07 15:11:06,2023-12-07 15:11:06
18616,71,1701958265021,30,29,25,-18,40,22,0,0,2023-12-07 15:11:06,2023-12-07 15:11:06
18617,71,1701958265330,30,29,25,-18,40,22,0,0,2023-12-07 15:11:06,2023-12-07 15:11:06
18618,71,1701958265699,30,29,25,-18,40,22,0,0,2023-12-07 15:11:07,2023-12-07 15:11:07
18619,71,1701958266009,30,29,25,-18,40,22,0,0,2023-12-07 15:11:07,2023-12-07 15:11:07
18620,71,1701958266375,30,29,25,-18,40,22,0,0,2023-12-07 15:11:08,2023-12-07 15:11:08
18621,71,1701958266734,30,29,25,-18,40,22,0,0,2023-12-07 15:11:08,2023-12-07 15:11:08
18622,71,1701958267154,30,29,25,-18,40,22,0,0,2023-12-07 15:11:08,2023-12-07 15:11:08
18623,71,1701958267449,30,29,25,-18,40,22,0,0,2023-12-07 15:11:09,2023-12-07 15:11:09
18624,71,1701958267862,30,29,25,-18,40,22,0,0,2023-12-07 15:11:09,2023-12-07 15:11:09
18625,71,1701958268169,30,29,25,-18,40,22,0,0,2023-12-07 15:11:09,2023-12-07 15:11:09
18626,71,1701958268494,30,29,25,-18,40,22,0,0,2023-12-07 15:11:10,2023-12-07 15:11:10
18627,71,1701958268851,30,29,25,-18,40,22,0,0,2023-12-07 15:11:10,2023-12-07 15:11:10
18628,71,1701958269202,30,29,25,-18,40,22,0,0,2023-12-07 15:11:10,2023-12-07 15:11:10
18629,71,1701958269567,30,29,25,-18,40,22,0,0,2023-12-07 15:11:11,2023-12-07 15:11:11
18630,71,1701958269906,30,29,25,-18,40,22,0,0,2023-12-07 15:11:11,2023-12-07 15:11:11
18631,71,1701958270310,30,29,26,-18,40,22,0,0,2023-12-07 15:11:11,2023-12-07 15:11:11
18632,71,1701958270630,30,29,26,-18,40,22,0,0,2023-12-07 15:11:12,2023-12-07 15:11:12
18633,71,1701958270987,30,29,26,-18,40,22,0,0,2023-12-07 15:11:12,2023-12-07 15:11:12
18634,71,1701958271324,30,29,26,-18,40,22,0,0,2023-12-07 15:11:12,2023-12-07 15:11:12
18635,71,1701958271678,30,29,26,-18,40,22,0,0,2023-12-07 15:11:13,2023-12-07 15:11:13
18636,71,1701958272043,30,30,26,-18,40,22,0,0,2023-12-07 15:11:13,2023-12-07 15:11:13
18637,71,1701958272397,30,30,26,-18,40,22,0,0,2023-12-07 15:11:14,2023-12-07 15:11:14
18638,71,1701958272745,30,30,26,-18,40,22,0,0,2023-12-07 15:11:14,2023-12-07 15:11:14
18639,71,1701958273116,30,30,26,-18,40,22,0,0,2023-12-07 15:11:14,2023-12-07 15:11:14
18640,71,1701958273481,30,30,26,-18,40,22,0,0,2023-12-07 15:11:15,2023-12-07 15:11:15
18641,71,1701958273838,30,30,26,-18,40,22,0,0,2023-12-07 15:11:15,2023-12-07 15:11:15
18642,71,1701958274149,30,29,26,-18,40,22,0,0,2023-12-07 15:11:15,2023-12-07 15:11:15
18643,71,1701958274512,30,29,26,-18,40,22,0,0,2023-12-07 15:11:16,2023-12-07 15:11:16
18644,71,1701958274877,30,29,26,-18,40,22,0,0,2023-12-07 15:11:16,2023-12-07 15:11:16
18645,71,1701958275246,30,29,26,-18,40,22,0,0,2023-12-07 15:11:16,2023-12-07 15:11:16
18646,71,1701958275600,30,29,26,-18,40,22,0,0,2023-12-07 15:11:17,2023-12-07 15:11:17
18647,71,1701958275962,30,30,26,-18,40,22,0,0,2023-12-07 15:11:17,2023-12-07 15:11:17
18648,71,1701958276325,30,30,26,-18,40,22,0,0,2023-12-07 15:11:17,2023-12-07 15:11:17
18649,71,1701958276679,30,30,26,-18,40,22,0,0,2023-12-07 15:11:18,2023-12-07 15:11:18
18650,71,1701958277001,30,30,26,-18,40,22,0,0,2023-12-07 15:11:18,2023-12-07 15:11:18
18651,71,1701958277356,30,30,26,-18,40,22,0,0,2023-12-07 15:11:18,2023-12-07 15:11:18
18652,71,1701958277714,30,30,26,-18,40,22,0,0,2023-12-07 15:11:19,2023-12-07 15:11:19
18653,71,1701958278066,30,30,26,-18,40,22,0,0,2023-12-07 15:11:19,2023-12-07 15:11:19
18654,71,1701958278479,30,30,26,-18,40,22,0,0,2023-12-07 15:11:20,2023-12-07 15:11:20
18655,71,1701958278793,30,30,26,-18,40,22,0,0,2023-12-07 15:11:20,2023-12-07 15:11:20
18656,71,1701958279148,30,30,26,-18,40,22,0,0,2023-12-07 15:11:20,2023-12-07 15:11:20
18657,71,1701958279513,30,30,26,-18,40,22,0,0,2023-12-07 15:11:21,2023-12-07 15:11:21
18658,71,1701958279823,30,30,26,-18,40,22,0,0,2023-12-07 15:11:21,2023-12-07 15:11:21
18659,71,1701958280183,30,30,26,-18,40,22,0,0,2023-12-07 15:11:21,2023-12-07 15:11:21
18660,71,1701958280551,30,30,26,-18,40,22,0,0,2023-12-07 15:11:22,2023-12-07 15:11:22
18661,71,1701958280880,30,30,26,-18,40,22,0,0,2023-12-07 15:11:22,2023-12-07 15:11:22
18662,71,1701958281247,30,30,26,-18,40,22,0,0,2023-12-07 15:11:22,2023-12-07 15:11:22
18663,71,1701958281609,30,30,26,-18,40,22,0,0,2023-12-07 15:11:23,2023-12-07 15:11:23
18664,71,1701958282038,30,30,26,-18,40,22,0,0,2023-12-07 15:11:23,2023-12-07 15:11:23
18665,71,1701958282353,30,30,26,-18,40,22,0,0,2023-12-07 15:11:23,2023-12-07 15:11:23
18666,71,1701958282661,30,30,26,-18,40,22,0,0,2023-12-07 15:11:24,2023-12-07 15:11:24
18667,71,1701958283022,30,30,26,-18,40,22,0,0,2023-12-07 15:11:24,2023-12-07 15:11:24
18668,71,1701958283403,31,30,26,-18,40,22,0,0,2023-12-07 15:11:25,2023-12-07 15:11:25
18669,71,1701958283750,31,30,26,-18,39,22,0,0,2023-12-07 15:11:25,2023-12-07 15:11:25
18670,71,1701958284096,31,30,26,-18,39,22,0,0,2023-12-07 15:11:25,2023-12-07 15:11:25
18671,71,1701958284468,31,30,27,-18,39,22,0,0,2023-12-07 15:11:26,2023-12-07 15:11:26
18672,71,1701958284876,31,30,27,-18,40,22,0,0,2023-12-07 15:11:26,2023-12-07 15:11:26
18673,71,1701958285129,30,30,26,-18,40,22,0,0,2023-12-07 15:11:26,2023-12-07 15:11:26
18674,71,1701958285503,30,30,26,-18,40,22,0,0,2023-12-07 15:11:27,2023-12-07 15:11:27
18675,71,1701958285922,30,30,26,-18,40,22,0,0,2023-12-07 15:11:27,2023-12-07 15:11:27
18676,71,1701958286191,30,30,26,-18,40,22,0,0,2023-12-07 15:11:27,2023-12-07 15:11:27
18677,71,1701958286557,30,30,26,-18,40,22,0,0,2023-12-07 15:11:28,2023-12-07 15:11:28
18678,71,1701958286909,30,30,26,-18,40,22,0,0,2023-12-07 15:11:28,2023-12-07 15:11:28
18679,71,1701958287277,31,30,27,-18,39,22,0,0,2023-12-07 15:11:28,2023-12-07 15:11:28
18680,71,1701958287641,31,30,27,-18,40,22,0,0,2023-12-07 15:11:29,2023-12-07 15:11:29
18681,71,1701958287956,31,30,27,-18,40,22,0,0,2023-12-07 15:11:29,2023-12-07 15:11:29
18682,71,1701958288344,31,30,27,-18,40,22,0,0,2023-12-07 15:11:29,2023-12-07 15:11:29
18683,71,1701958288686,31,30,27,-18,40,22,0,0,2023-12-07 15:11:30,2023-12-07 15:11:30
18684,71,1701958289049,31,30,27,-18,40,22,0,0,2023-12-07 15:11:30,2023-12-07 15:11:30
18685,71,1701958289411,31,30,27,-18,40,22,0,0,2023-12-07 15:11:31,2023-12-07 15:11:31
18686,71,1701958289772,31,30,27,-18,40,22,0,0,2023-12-07 15:11:31,2023-12-07 15:11:31
18687,71,1701958290111,31,30,27,-18,40,22,0,0,2023-12-07 15:11:31,2023-12-07 15:11:31
18688,71,1701958290493,31,30,27,-18,40,22,0,0,2023-12-07 15:11:32,2023-12-07 15:11:32
18689,71,1701958290906,31,30,27,-18,40,22,0,0,2023-12-07 15:11:32,2023-12-07 15:11:32
18690,71,1701958291161,31,30,27,-18,40,22,0,0,2023-12-07 15:11:32,2023-12-07 15:11:32
18691,71,1701958291508,31,30,27,-18,40,22,0,0,2023-12-07 15:11:33,2023-12-07 15:11:33
18692,71,1701958291878,31,30,27,-18,40,22,0,0,2023-12-07 15:11:33,2023-12-07 15:11:33
18693,71,1701958292249,31,30,27,-18,40,22,0,0,2023-12-07 15:11:33,2023-12-07 15:11:33
18694,71,1701958292606,31,30,27,-18,40,22,0,0,2023-12-07 15:11:34,2023-12-07 15:11:34
18695,71,1701958292944,31,30,27,-18,40,22,0,0,2023-12-07 15:11:34,2023-12-07 15:11:34
18696,71,1701958293360,31,31,27,-18,40,22,0,0,2023-12-07 15:11:35,2023-12-07 15:11:35
18697,71,1701958293617,31,30,27,-18,40,22,0,0,2023-12-07 15:11:35,2023-12-07 15:11:35
18698,71,1701958293981,31,31,27,-18,40,22,0,0,2023-12-07 15:11:35,2023-12-07 15:11:35
18699,71,1701958294341,31,31,27,-18,40,22,0,0,2023-12-07 15:11:35,2023-12-07 15:11:35
18700,71,1701958294753,31,31,27,-18,40,22,0,0,2023-12-07 15:11:36,2023-12-07 15:11:36
18701,71,1701958295084,31,31,27,-18,40,22,0,0,2023-12-07 15:11:36,2023-12-07 15:11:36
18702,71,1701958295439,31,31,27,-18,40,22,0,0,2023-12-07 15:11:37,2023-12-07 15:11:37
18703,71,1701958295835,31,31,27,-18,40,22,0,0,2023-12-07 15:11:37,2023-12-07 15:11:37
18704,71,1701958296118,31,31,27,-18,40,22,0,0,2023-12-07 15:11:37,2023-12-07 15:11:37
18705,71,1701958296473,31,31,27,-18,40,22,0,0,2023-12-07 15:11:38,2023-12-07 15:11:38
18706,71,1701958296875,31,31,27,-18,40,22,0,0,2023-12-07 15:11:38,2023-12-07 15:11:38
18707,71,1701958297196,31,30,27,-18,40,22,0,0,2023-12-07 15:11:38,2023-12-07 15:11:38
18708,71,1701958297553,31,30,27,-18,40,22,0,0,2023-12-07 15:11:39,2023-12-07 15:11:39
18709,71,1701958297914,31,30,27,-18,40,22,0,0,2023-12-07 15:11:39,2023-12-07 15:11:39
18710,71,1701958298251,31,30,27,-18,40,22,0,0,2023-12-07 15:11:39,2023-12-07 15:11:39
18711,71,1701958298615,31,31,27,-18,40,22,0,0,2023-12-07 15:11:40,2023-12-07 15:11:40
18712,71,1701958298926,31,31,27,-18,40,22,0,0,2023-12-07 15:11:40,2023-12-07 15:11:40
18713,71,1701958299287,31,31,27,-18,40,22,0,0,2023-12-07 15:11:40,2023-12-07 15:11:40
18714,71,1701958299675,31,31,27,-18,40,22,0,0,2023-12-07 15:11:41,2023-12-07 15:11:41
18715,71,1701958300034,31,31,27,-18,40,21,0,0,2023-12-07 15:11:41,2023-12-07 15:11:41
18716,71,1701958300391,31,31,27,-18,40,21,0,0,2023-12-07 15:11:42,2023-12-07 15:11:42
18717,71,1701958300749,31,31,27,-18,39,22,0,0,2023-12-07 15:11:42,2023-12-07 15:11:42
18718,71,1701958301115,31,31,27,-18,39,21,0,0,2023-12-07 15:11:42,2023-12-07 15:11:42
18719,71,1701958301474,31,31,27,-18,38,21,0,0,2023-12-07 15:11:43,2023-12-07 15:11:43
18720,71,1701958301827,31,31,27,-18,38,22,0,0,2023-12-07 15:11:43,2023-12-07 15:11:43
18721,71,1701958302192,31,31,27,-18,39,22,0,0,2023-12-07 15:11:43,2023-12-07 15:11:43
18722,71,1701958302558,31,31,27,-18,40,22,0,0,2023-12-07 15:11:44,2023-12-07 15:11:44
18723,71,1701958302863,31,31,27,-18,40,22,0,0,2023-12-07 15:11:44,2023-12-07 15:11:44
18724,71,1701958303225,31,31,27,-18,40,22,0,0,2023-12-07 15:11:44,2023-12-07 15:11:44
18725,71,1701958303636,31,31,27,-18,40,22,0,0,2023-12-07 15:11:45,2023-12-07 15:11:45
18726,71,1701958303950,31,31,27,-18,40,22,0,0,2023-12-07 15:11:45,2023-12-07 15:11:45
18727,71,1701958304309,31,31,27,-18,40,22,0,0,2023-12-07 15:11:45,2023-12-07 15:11:45
18728,71,1701958304666,31,31,27,-18,40,22,0,0,2023-12-07 15:11:46,2023-12-07 15:11:46
18729,71,1701958304981,31,31,27,-18,40,22,0,0,2023-12-07 15:11:46,2023-12-07 15:11:46
18730,71,1701958305343,31,31,27,-18,40,22,0,0,2023-12-07 15:11:46,2023-12-07 15:11:46
18731,71,1701958305696,31,31,27,-18,40,22,0,0,2023-12-07 15:11:47,2023-12-07 15:11:47
18732,71,1701958306066,31,31,27,-18,40,22,0,0,2023-12-07 15:11:47,2023-12-07 15:11:47
18733,71,1701958306425,31,31,27,-18,40,22,0,0,2023-12-07 15:11:48,2023-12-07 15:11:48
18734,71,1701958306779,31,31,27,-18,40,22,0,0,2023-12-07 15:11:48,2023-12-07 15:11:48
18735,71,1701958307150,31,31,27,-18,40,22,0,0,2023-12-07 15:11:48,2023-12-07 15:11:48
18736,71,1701958307502,31,31,27,-18,40,22,0,0,2023-12-07 15:11:49,2023-12-07 15:11:49
18737,71,1701958307817,31,31,27,-18,40,22,0,0,2023-12-07 15:11:49,2023-12-07 15:11:49
18738,71,1701958308181,31,31,27,-18,40,22,0,0,2023-12-07 15:11:49,2023-12-07 15:11:49
18739,71,1701958308540,31,31,27,-18,40,22,0,0,2023-12-07 15:11:50,2023-12-07 15:11:50
18740,71,1701958308900,31,31,27,-18,40,22,0,0,2023-12-07 15:11:50,2023-12-07 15:11:50
18741,71,1701958309257,31,31,27,-18,40,22,0,0,2023-12-07 15:11:50,2023-12-07 15:11:50
18742,71,1701958309670,31,31,27,-18,40,22,0,0,2023-12-07 15:11:51,2023-12-07 15:11:51
18743,71,1701958309982,31,31,27,-18,40,22,0,0,2023-12-07 15:11:51,2023-12-07 15:11:51
