peak_pressure,auc,rise_gradient,descent_gradient,variance,skewness,kurtosis,cid
69,17335.0,3.0,-0.07223476297968397,7.6307971331602324,6.94243395947195,61.83284012897238,38
40,25065.0,,-0.0031201248049922,0.6883228600172046,-0.19394445651471748,-1.5215708132710037,40
42,35738.5,,-0.0011614401858304297,0.2502243385045717,-0.03254354127033274,-2.0035950323489558,41
332,31693.5,2.979591836734694,-0.49155405405405406,1058.2233142473626,5.437897485720744,31.727536679443126,43
235,31304.0,0.5767045454545454,-0.3625,219.71198189888744,8.248498047055811,78.84646623277874,47
221,27655.0,0.46359223300970875,-0.44941176470588234,266.7764076725891,7.245188332279353,57.7197442984868,48
283,78914.0,0.15208207604103802,-1.430232558139535,766.1660066864451,4.709858188052682,25.079866642577027,49
44,120340.5,0.1111111111111111,-0.000709471443774388,0.28332515875432424,0.1462339421692948,-1.2156972371312216,60
43,43417.0,0.07142857142857142,-0.0009823182711198428,0.06573763479592065,3.355505209256352,9.27737349184182,62
37,20432.0,0.004975124378109453,-0.002652519893899204,0.2972790457237452,1.2565700807954683,0.6042214301970295,64
36,28983.0,,-0.002421307506053269,0.1822714616557996,0.4142424522152053,2.587938098413982,65
66,33019.5,0.04823151125401929,-0.13307984790874525,11.05097116476005,4.586795271218057,28.93006376471391,67
41,28690.0,0.045454545454545456,-0.0014367816091954023,0.04839590734577969,-4.145096549055139,22.388689530525305,68
38,56619.0,0.002742230347349177,-0.0019646365422396855,3.065282442676839,0.28433233469974806,-1.137419692448194,69
44,18275.5,0.058823529411764705,-0.0024691358024691358,0.8846344998964589,0.43155327201775556,-1.0519929532531012,75
348,57394.0,0.3476297968397291,-0.7642679900744417,936.2993390706094,7.508146928759582,57.490019161194674,80
318,157446.0,5.346153846153846,-0.07305699481865285,273.48888307915985,9.104157917445223,97.58975050965789,81
44,33367.5,0.025547445255474453,-0.0124804992199688,0.45903548333214017,4.070442172194943,36.657313434705195,82
106,62096.5,1.1818181818181819,-0.045454545454545456,15.62087645483127,9.069266106370051,103.93782159076625,83
42,39265.5,0.04838709677419355,-0.012845849802371542,2.677600121396807,-1.117270442882685,3.6005820513804054,84
321,27076.0,0.9012738853503185,-0.9601328903654485,924.1803584626755,5.447729028357695,32.96021559487694,85
291,38056.0,1.3174603174603174,-0.3952380952380952,615.0497572887816,7.585023736262387,61.81946208256105,96
50,15967.5,0.391304347826087,-0.03856749311294766,1.9716967238355354,4.08311931485951,21.165826499401394,98
177,41035.0,0.3215130023640662,-0.25925925925925924,131.8751610415239,8.336719607876626,77.58427570602673,99
65,28581.5,0.04797047970479705,-0.13170731707317074,4.196307511686674,7.947460523554872,86.20615569674808,100
80,46173.0,1.3548387096774193,-0.03695150115473441,14.312944645611024,5.81482911666726,62.97396815578358,101
35,19923.5,,-0.007763975155279503,1.5631084789830996,1.826606755869706,2.9627523413069876,104
63,26202.5,1.0,-0.04219948849104859,15.33687795006029,4.185491374435658,23.526161506897985,105
62,15101.0,0.06565656565656566,-2.142857142857143,4.081431369058215,7.47979355701215,90.04408757269417,106
40,26442.5,0.004160887656033287,-1.3333333333333333,0.4368679807125474,-0.3142924534084034,6.670690132596137,107
37,13151.0,,0.0,0.6385657125269315,-1.2541186526552228,-0.25202847426890385,108
37,25751.5,,-0.0014104372355430183,0.2352370925127635,0.5431485619967217,-1.1368438192365888,110
44,36070.5,0.017391304347826087,-0.0013908205841446453,0.2831976335099586,0.14825523514753788,-0.3254949650007024,113
2484,149220.0,0.9483695652173914,-1.9513944223107569,3215.9761366045263,29.405748350171272,1053.5477015974898,114
193,44083.5,2.328358208955224,-0.14259763851044505,45.996559229876844,11.952757455842347,249.11287228076017,116
249,10382.5,0.8969957081545065,-10.5,262.79742304939157,10.744318355764591,123.63418337544447,125
302,16236.5,5.479166666666667,-0.7457627118644068,349.10792192881746,11.010453296400023,130.54481762029178,126
39,37302.5,0.0011261261261261261,-0.01652892561983471,0.10218920801891887,-0.08468028714047422,10.273517823146307,131
42,17092.0,,0.0,0.0962414305575531,-2.542316336993166,4.485281566657373,133
46,19571.5,0.009389671361502348,-0.047619047619047616,0.9037981383828697,-0.6068494116381462,-0.41820233277965935,152
