metric,mean,std
peak_pressure,2597.0,4197.714735424503
auc,162205.3,131592.61462350385
rise_gradient,2.1697375100000698,2.3969896783305567
descent_gradient,-11.377221906029465,24.209937987652406
variance,179870.07508761424,399956.80564555037
skewness,10.713695904314857,11.18080340809545
kurtosis,255.44281281010322,448.4223608256474
cid,155.6,101.544571494492
