metric,mean,std
peak_pressure,3054.4,4440.018389601557
auc,52052.9,105762.19025979938
rise_gradient,2.1410454600738804,1.8332612724514676
descent_gradient,-19.965381223381847,42.419527974383406
variance,131135.62154241878,287054.0996909536
skewness,11.73037497844845,16.020477209841754
kurtosis,394.2023058767772,768.877674072349
cid,155.6,101.544571494492
