metric,mean,std
peak_pressure,425.910447761194,1704.1729330670291
auc,24856.94776119403,33052.39977879642
rise_gradient,0.814423430365572,1.5410553451344753
descent_gradient,-2.758878533536626,12.79188728574652
variance,21854.65094002,140962.95130185224
skewness,4.490204407058946,6.246872788966973
kurtosis,66.68609380061778,159.14072049329437
