metric,mean,std
peak_pressure,290.6119402985075,1229.2639329391252
auc,36384.85820895522,50771.58020762041
rise_gradient,1.052281003081395,1.9448807395205285
descent_gradient,-1.7021444045639567,7.595130000715373
variance,13548.524854750547,109360.0427620692
skewness,4.054567691066929,5.448763481838045
kurtosis,56.922153901445306,134.1579057820162
