metric,mean,std
peak_pressure,2629.6,4196.534796710257
auc,99455.3,57858.889673065794
rise_gradient,1.736509459422954,1.7407063460835492
descent_gradient,-15.51407569956387,33.38444176422734
variance,68926.24283033345,151004.69965825957
skewness,13.419152484423316,12.075667826531838
kurtosis,341.4331949288681,460.32221555464986
cid,155.6,101.544571494492
